"ID","elevation","species","plant.number","ao.index","ao.index.trans"
3,"2300","Clematis s",1,0,0
4,"2300","Clematis s",10,0,0
5,"2300","Clematis s",11,0,0
6,"2300","Clematis s",11,0,0
7,"2300","Clematis s",11,0,0
8,"2300","Clematis s",12,0,0
9,"2300","Clematis s",12,0.272727272727273,27
10,"2300","Clematis s",13,0,0
11,"2300","Clematis s",2,0,0
12,"2300","Clematis s",2,0,0
13,"2300","Clematis s",3,0,0
14,"2300","Clematis s",3,0,0
15,"2300","Clematis s",3,0,0
16,"2300","Clematis s",3,0.48,48
17,"2300","Clematis s",4,0,0
18,"2300","Clematis s",4,0,0
19,"2300","Clematis s",4,0,0
20,"2300","Clematis s",5,0,0
21,"2300","Clematis s",6,0,0
22,"2300","Clematis s",6,0,0
23,"2300","Clematis s",6,0,0
24,"2300","Clematis s",7,0,0
25,"2300","Clematis s",7,0,0
26,"2300","Clematis s",7,0,0
27,"2300","Clematis s",7,0.107142857142857,11
28,"2300","Clematis s",8,0,0
29,"2300","Clematis s",8,0,0
30,"2300","Clematis s",8,0.214285714285714,21
31,"2300","Clematis s",9,0,0
32,"2300","Clematis s",9,0.0909090909090909,9
1,"2800","Clematis s",1,0,0
2,"2800","Clematis s",10,0.0869565217391304,9
3,"2800","Clematis s",10,0.173913043478261,17
4,"2800","Clematis s",10,0.434782608695652,43
5,"2800","Clematis s",11,0,0
6,"2800","Clematis s",11,0,0
7,"2800","Clematis s",11,0,0
8,"2800","Clematis s",11,0,0
9,"2800","Clematis s",13,0,0
10,"2800","Clematis s",13,0.294117647058824,29
11,"2800","Clematis s",3,0,0
12,"2800","Clematis s",4,0,0
13,"2800","Clematis s",4,0,0
14,"2800","Clematis s",6,0,0
15,"2800","Clematis s",6,0,0
16,"2800","Clematis s",6,0.0434782608695652,4
17,"2800","Clematis s",7,0.4,40
18,"2800","Clematis s",8,0.779179810725552,78
1,"2300","Geranium a",10,3.26923076923077,327
2,"2300","Geranium a",11,0,0
3,"2300","Geranium a",14,0,0
4,"2300","Geranium a",15,0,0
5,"2300","Geranium a",18,0,0
6,"2300","Geranium a",2,0,0
7,"2300","Geranium a",21,3.26923076923077,327
8,"2300","Geranium a",23,1.30769230769231,131
9,"2300","Geranium a",25,0.333333333333333,33
10,"2300","Geranium a",26,1.96153846153846,196
11,"2300","Geranium a",30,3.26923076923077,327
12,"2300","Geranium a",31,0.653846153846154,65
13,"2300","Geranium a",33,0,0
14,"2300","Geranium a",34,1.96153846153846,196
15,"2300","Geranium a",39,0,0
16,"2300","Geranium a",4,0,0
17,"2300","Geranium a",41,0,0
18,"2300","Geranium a",42,0,0
19,"2300","Geranium a",8,0,0
1,"2800","Geranium a",1,1.11111111111111,111
2,"2800","Geranium a",12,1.11111111111111,111
3,"2800","Geranium a",13,1.11111111111111,111
4,"2800","Geranium a",19,0,0
5,"2800","Geranium a",2,1.11111111111111,111
6,"2800","Geranium a",20,0.888888888888889,89
7,"2800","Geranium a",3,0.222222222222222,22
8,"2800","Geranium a",4,0.444444444444444,44
9,"2800","Geranium a",5,0,0
1,"2300","Hypericum r",1,0.0189189189189189,2
2,"2300","Hypericum r",1,0.2,20
3,"2300","Hypericum r",1,0.378378378378378,38
4,"2300","Hypericum r",11,0.0277777777777778,3
5,"2300","Hypericum r",11,0.0515873015873016,5
6,"2300","Hypericum r",12,0.325714285714286,33
7,"2300","Hypericum r",13,0.475,48
8,"2300","Hypericum r",14,0.0592592592592593,6
9,"2300","Hypericum r",14,0.0962962962962963,10
10,"2300","Hypericum r",2,0.0900900900900901,9
11,"2300","Hypericum r",2,1.00900900900901,101
12,"2300","Hypericum r",3,0,0
13,"2300","Hypericum r",3,0.0512820512820513,5
14,"2300","Hypericum r",3,0.166666666666667,17
15,"2300","Hypericum r",3,0.279487179487179,28
16,"2300","Hypericum r",3,0.602564102564103,60
17,"2300","Hypericum r",4,0.132328585624379,13
18,"2300","Hypericum r",5,0.0458471760797342,5
19,"2300","Hypericum r",5,0.418604651162791,42
20,"2300","Hypericum r",6,0.463768115942029,46
21,"2300","Hypericum r",7,0.453007518796992,45
22,"2300","Hypericum r",8,0,0
23,"2300","Hypericum r",8,0.049490538573508,5
24,"2300","Hypericum r",8,0.0669577874818049,7
25,"2300","Hypericum r",9,0.269185360094451,27
26,"2300","Hypericum r",9,0.377804014167651,38
27,"2300","Hypericum r",9,0.377804014167651,38
1,"2800","Hypericum r",1,0.354912914886625,35
2,"2800","Hypericum r",2,0.12,12
3,"2800","Hypericum r",6,0.263975155279503,26
4,"2800","Hypericum r",7,0.668557536466775,67
5,"2800","Hypericum r",8,0.573606097071801,57
6,"2800","Hypericum r",8,1.02486963497794,102
1,"2300","Lactuca i",1,1.33333333333333,133
2,"2300","Lactuca i",10,0.571428571428571,57
3,"2300","Lactuca i",11,0.8,80
4,"2300","Lactuca i",12,0,0
5,"2300","Lactuca i",12,0.2,20
6,"2300","Lactuca i",13,0,0
7,"2300","Lactuca i",14,0,0
8,"2300","Lactuca i",15,0.197368421052632,20
9,"2300","Lactuca i",18,0,0
10,"2300","Lactuca i",19,0.789473684210526,79
11,"2300","Lactuca i",2,0,0
12,"2300","Lactuca i",25,0.142857142857143,14
13,"2300","Lactuca i",25,0.714285714285714,71
14,"2300","Lactuca i",26,0,0
15,"2300","Lactuca i",27,6,600
16,"2300","Lactuca i",28,0,0
17,"2300","Lactuca i",28,0,0
18,"2300","Lactuca i",29,0.260869565217391,26
19,"2300","Lactuca i",30,0.2,20
20,"2300","Lactuca i",30,0.8,80
21,"2300","Lactuca i",32,0,0
22,"2300","Lactuca i",5,1.36363636363636,136
23,"2300","Lactuca i",5,2.72727272727273,273
24,"2300","Lactuca i",8,0.2,20
25,"2300","Lactuca i",9,0,0
1,"2800","Lactuca i",10,0.807692307692308,81
2,"2800","Lactuca i",12,0.333333333333333,33
3,"2800","Lactuca i",12,0.444444444444444,44
4,"2800","Lactuca i",13,0,0
5,"2800","Lactuca i",16,0.125,12
6,"2800","Lactuca i",19,0,0
7,"2800","Lactuca i",2,0.857142857142857,86
8,"2800","Lactuca i",3,0.230769230769231,23
9,"2800","Lactuca i",51,0.692307692307692,69
10,"2800","Lactuca i",52,0.576923076923077,58
11,"2800","Lactuca i",7,0,0
12,"2800","Lactuca i",8,0.115384615384615,12
1,"3500","Lactuca i",1,0,0
2,"3500","Lactuca i",1,0.5,50
3,"3500","Lactuca i",2,0,0
4,"3500","Lactuca i",2,0,0
5,"3500","Lactuca i",3,0,0
6,"3500","Lactuca i",51,0,0
7,"3500","Lactuca i",6,0,0
8,"3500","Lactuca i",6,0,0
9,"3500","Lactuca i",7,0,0
1,"4000","Lactuca i",1,0,0
2,"4000","Lactuca i",2,0,0
3,"4000","Lactuca i",2,0,0
4,"4000","Lactuca i",4,0,0
5,"4000","Lactuca i",50,0,0
6,"4000","Lactuca i",55,0,0
7,"4000","Lactuca i",57,0,0
8,"4000","Lactuca i",58,0,0
9,"4000","Lactuca i",60,0,0
10,"4000","Lactuca i",61,0,0
1,"2800","Senecio b",14,0,0
2,"2800","Senecio b",15,0,0
3,"2800","Senecio b",16,0,0
4,"2800","Senecio b",19,0,0
5,"2800","Senecio b",19,0,0
6,"2800","Senecio b",2,0,0
7,"2800","Senecio b",2,0,0
8,"2800","Senecio b",21,0,0
9,"2800","Senecio b",3,0,0
10,"2800","Senecio b",33,0,0
11,"2800","Senecio b",34,0,0
12,"2800","Senecio b",37,0,0
13,"2800","Senecio b",39,0,0
14,"2800","Senecio b",40,0,0
15,"2800","Senecio b",42,0,0
16,"2800","Senecio b",5,0,0
17,"2800","Senecio b",5,0,0
18,"2800","Senecio b",9,0,0
19,"2800","Senecio b",9,0,0
1,"3500","Senecio b",1,0,0
2,"3500","Senecio b",23,0,0
